SKU,Size,Order Code,Model #,Description,Trend Description,Quantity,Cnt Qty,Price, CAD Net Price ,Multiplier, USD List Price , USD Net Price ,Weight (lbs),Notes
7625516,"2""",,,"2"" RF BLIND FLG 304 #150",2 150 RF BLIND FLG F304L,,,20.44,,,,,,
7625518,"3""",,,"3"" RF BLIND FLG 304 #150",3 150 RF BLIND FLG F304L,,,38.12,,,,,,
7625519,"4""",,,"4"" RF BLIND FLG 304 #150",4 150 RF BLIND FLG F304L,,,52.33,,,,,,
7625520,"6""",,,"6"" RF BLIND FLG 304 #150",6 150 RF BLIND FLG F304L,,,89.84,,,,,,
7625521,"8""",,,"8"" RF BLIND FLG 304 #150",8 150 RF BLIND FLG F304L,,,166.26,,,,,,
7625529,"2""",,,"2"" RF BLIND FLG 316 #150",2 150 RF BLIND FLG F316L,,,23.98,,,,,,
7625533,"6""",,,"6"" RF BLIND FLG 316 #150",6 150 RF BLIND FLG F316L,,,108.79,,,,,,
7625534,"8""",,,"8"" RF BLIND FLG 316 #150",8 150 RF BLIND FLG F316L,,,194.7,,,,,,
7625537,"14""",,,"14"" RF BLIND FLG 316 #150",14 150 RF BLIND FLG F316 L,,,,,,,,,
7625577,"2-1/2""",,,"2-1/2"" S10 TEE 304",2-1/2 S10 BW TEE WP304L,,,,,,,,,
7625620,"4"" x 1-1/2""",,,"4"" x 1-1/2"" S40 CONC RED 304",4x1-1/2 S40 BW CONC RDCR WP304L,,,,,,,,,
7628174,"14"" x 10""",,,"14"" x 10"" S40 CONC RED 304",14x10 S40S CONC RDCR 304L,,,   ,,,,,,
7629000,"2""",,,"2"" S40 LR 90 304 SMLS",2 S40 LR 90 BW ELL WP304L SMLS,,,,,,,,,
7629001,"3""",,,"3"" S40 LR 90 304 SMLS",3 S40 LR 90 BW ELL WP304L SMLS,,,   ,,,,,,
7629002,"4""",,,"4"" S40 LR 90 304 SMLS",4 S40 LR 90 BW ELL WP304L SMLS,,,,,,,,,
7629009,"10""",,,"10"" S40 TEE 304 SMLS",10 S40S BW TEE 304L SMLS,,,,,,,,,
7629095,"6""",,,"6"" S40 LR 90 304 SMLS",6 S40 LR 90 BW ELL WP304L SMLS,,,   ,,,,,,
7629412,"4"" x 3""",,,"4"" x 3"" S40 CONC RED 304 WPWX",4x3 S40 CONC RDCR 304L WPWX,,,,,,,,,
7629421,"12"" x 8""",,,"12"" x 8"" S40 CONC RED 304 WPWX",12X8 S40 CONC RDCR 304L WPWX,,,,,,,,,
7640960,"4""",,,"4"" RF BLIND FLG 316 #150",4 150 RF BLIND FLG F316L,,,69.35,,,,,,
7641021,"2""",,,"2"" S10 RF WN FLG 304 #150",2 150 RF WN FLG S10 F304L,,,,,,,,,
7641023,"3""",,,"3"" S10 RF WN FLG 304 #150",3 150 RF WN FLG S10 F304L,,,,,,,,,
7641024,"4""",,,"4"" S10 RF WN FLG 304 #150",4 150 RF WN FLG S10 F304L,,,,,,,,,
7641094,"10""",,,"10"" S10 RF WN FLG 304 #150",10 150 RF WN FLG S10S 304L,,,,,,,,,
7642040,"6""",,,"6"" S10 RF WN FLG 304 #150",6 150 RF WN FLG S10S F304L,,,,,,,,,
7642041,"8""",,,"8"" S10 RF WN FLG 304 #150",8 150 RF WN FLG S10S F304L,,,,,,,,,
7642115,"2""",,,"2"" FF SO FLG 304 #150",2 150 FF SO FLG F304L,,,22,,,,,,
7643373,"6""",,,"6"" S40 FF WN FLG 304 #150",6 150 FF WN FLG S40 F304L,,,125,,,,,,
7651421,"12""",,,"12"" FF SO FLG 304 #150",12 150# FF SO FLG 304SS,,,295,,,,,,
7653618,"6""",,,"6"" FF SO FLG 304 #!50",6 150# FF SO FLG 304SS,,,75,,,,,,
7653636,"4""",,,"4"" FF SO FLG 304 #150",4 150# FF SO FLG 304SS,,,47.25,,,,,,
7653762,"1-1/4"" x 12""",,,"1-1/4"" x 12"" S40 NIP 316",1-1/4x12 S40 NIP A733/A312TP316,,,,,,,,,
7654287,"3""",,,"3"" FF SO FLG 304 #150",3 150 FF SO 304SS FLG,,,39,,,,,,
7654298,"8""",,,"8"" FF SO FLG 304 #150",8 150# FF SO FLG 304SS,,,122,,,,,,
7654682,"1-1/4"" x 8""",,,"1-1/4"" x 8"" S40 NIP 316",1-1/4x8 S40 NIP A733/A312TP316,,,,,,,,,
7655883,"2""",,,"2"" S10 FF WN FLG 304 #150",2 150 S10 FF WN 304SS FLG,,,40,,,,,,
7658569,"3""",,,"3"" S10 FF WN FLG 304 #150",3 150 S10 FF WN 304SS FLG,,,50,,,,,,
7659225,"4""",,,"4"" S40 FF WN FLG 304 #150",4 150# S40 FF WN FLG 304SS,,,62,,,,,,
7660100,"1-1/2""",,,"1-1/2"" 3000 TOL 316",1-1/2 3000 TOL A/SA182 F316L,,,20,,,,,,
7660101,"1""",,,"1"" 3000 TOL 316",1 3000 TOL A/SA182 F316,,,11,,,,,,
7660102,"1/2""",,,"1/2"" 3000 TOL 316",1/2 3000 TOL A/SA182 F316,,,7,,,,,,
7660151,"1-1/14""",,,"1-1/4"" 3000 TOL 316",1-1/4 3000 TOL F316L,,,,,,,,,
7660175,"2""",,,"2"" 3000 TOL 316",2 3000# TOL F316L,,,25,,,,,,
7660239,"3/4"" x 6""",,,"3/4"" x 6"" 3000 TOL 316",3/4x6 3000 TOL 316L,,,,,,,,,
7660294,"1"" x 8""",,,"1"" x 8"" 3000 TOL 316",1x8 3000 TOL S182 316L,,,,,,,,,
7660295,"3/4"" x 2""",,,"3/4"" x 2"" 3000 TOL 316",3/4x2 3000 TOL 316L,,,,,,,,,
7662100,"1-1/2"" x 4""",,,"1-1/2"" x 4"" 3000 TOL 304",1-1/2x4 3000 TOL F304,,,,,,,,,
8820043,"12""",,"12"" STD RSR CLAMP","12"" PIPE STD RSR CLAMP",,,,111,,,,,,
8820635,"2""",,"2"" STD RSR CLAMP","2"" PIPE STD RSR CLAMP",,,,94,,,,,,
8820716,"4""",,"4"" STD RSR CLAMP","4"" PIPE STD RSR CLAMP",,,,100,,,,,,
8820759,"6""",,"6"" STD RSR CLAMP","6"" PIPE STD RSR CLAMP",,,,105,,,,,,
8821156,"2""",,"2"" 304SS STD RSR CLAMP","2"" SS PIPE STD RSR CLAMP 304",,,,169,,,,,,
8821174,"4""",,"4"" 304SS STD RSR CLAMP","4"" SS PIPE STD RSR CLAMP 304",,,,205,,,,,,
8821176,"8""",,"8"" 304SS STD RSR CLAMP","8"" SS PIPE STD RSR CLAMP 304",,,,245,,,,,,
8860062,"1/2"" x 4-1/4""",,,"1/2"" x 4-1/4"" SS BOLT",1/2x4-1/4 304SS UNC HEX BOLT,,,,,,,,,
8860138,"1-1/8""",,,"1-1/8"" SS NUT",1-1/8 304SS UNC HEX NUT,,,2.25,,,,,,
8860139,"1-1/8"" x 5""",,,"1-1/8"" x 5"" SS BOLT",1-1/8x5 304SS UNC HEX BOLT,,,11.35,,,,,,
8860140,"1-1/8"" x 3""",,,"1-1/8"" x 3"" SS BOLT",1-1/8x3 304SS UNC HEX BOLT,,,,,,,,,
8860147,"1-1/8"" x 5-1/2""",,,"1-1/8"" x 5-1/2"" SS BOLT",1-1/8x5-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860151,"1/2"" x 3""",,,"1/2"" x 3"" SS BOLT",1/2x3 304SS UNC HEX BOLT,,,,,,,,,
8860153,"1/2"" x 4""",,,"1/2"" x 4"" SS BOLT",1/2x4 304SS UNC HEX BOLT,,,,,,,,,
8860155,"1/2"" x 2""",,,"1/2"" x 2"" SS BOLT",1/2x2 304SS UNC HEX BOLT,,,,,,,,,
8860163,"7/8"" x 3-1/2""",,,"7/8"" x 3-1/2"" SS BOLT",7/8x3-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860164,"5/8"" x 2""",,,"5/8"" x 2"" SS BOLT",5/8x2 304SS UNC HEX BOLT,,,,,,,,,
8860165,"5/8"" x 2-1/2""",,,"5/8"" x 2-1/2"" SS BOLT",5/8x2-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860167,"5/8"" x 3-1/2""",,,"5/8"" x 3-1/2"" SS BOLT",5/8x3-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860168,"5/8"" x 4""",,,"5/8"" x 4"" SS BOLT",5/8x4 304SS UNC HEX BOLT,,,,,,,,,
8860179,"3/4"" x 2""",,,"3/4"" x 2"" SS BOLT",3/4x2 304SS UNC HEX BOLT,,,,,,,,,
8860181,"3/4"" x 3""",,,"3/4"" x 3"" SS BOLT",3/4x3 304SS UNC HEX BOLT,,,,,,,,,
8860182,"3/4"" x 3-1/2""",,,"3/4"" x 3-1/2"" SS BOLT",3/4x3-1/2 304SS UNC HEX BOLT,,,2.15,,,,,,
8860183,"3/4"" x 4""",,,"3/4"" x 4"" SS BOLT",3/4x4 304SS UNC HEX BOLT,,,,,,,,,
8860184,"3/4"" x 2-1/2""",,,"3/4"" x 2-1/2"" SS BOLT",3/4x2-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860187,"3/4"" x 6""",,,"3/4"" x 6"" SS BOLT",3/4x6 304SS UNC HEX BOLT,,,,,,,,,
8860196,"7/8"" x 4""",,,"7/8"" x 4"" SS BOLT",7/8x4 304SS UNC HEX BOLT,,,3.36,,,,,,
8860197,"7/8"" x 4-1/2""",,,"7/8"" x 4-1/2"" SS BOLT",7/8x4-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860199,"7/8"" x 3""",,,"7/8"" x 3"" SS BOLT",7/8x3 304SS UNC HEX BOLT,,,,,,,,,
8860264,"1/2"" x 2-1/2""",,,"1/2"" x 2-1/2"" SS BOLT",1/2x2-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860310,"1"" x 3-1/2""",,,"1"" x 3-1/2"" SS BOLT",1x3-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860328,"1-1/4"" x 5-1/2""",,,"1-1/4"" x 5-1/2"" SS BOLT",1-1/4x5-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860329,"1-1/4""",,,"1-1/4"" SS NUT",1-1/4 304SS UNC HEX NUT,,,,,,,,,
8860331,"1-1/4"" x 4""",,,"1-1/4"" x 4"" SS BOLT",1-1/4x4 304SS UNC HEX BOLT,,,,,,,,,
8860336,"1/2""",,,"1/2"" SS NUT",1/2 304SS UNC HEX NUT,,,,,,,,,
8860337,"5/8""",,,"5/8"" SS NUT",5/8 304SS UNC HEX NUT,,,0.3,,,,,,
8860338,"3/4""",,,"3/4"" SS NUT",3/4 304SS UNC HEX NUT,,,0.5,,,,,,
8860339,"7/8""",,,"7/8"" SS NUT",7/8 304SS UNC HEX NUT,,,0.7,,,,,,
8860343,"1"" x 4-1/2""",,,"1"" x 4-1/2""  SS BOLT",1x4-1/2 304SS UNC HEX BOLT,,,5.79,,,,,,
8860344,"1""",,,"1"" SS NUT",1 304SS UNC HEX NUT,,,1.25,,,,,,
8860346,"1"" x 3""",,,"1"" x 3"" SS BOLT",1x3 304SS UNC HEX BOLT,,,,,,,,,
8860367,"1-1/2""",,,"1-1/2"" SS NUT",1-1/2 304SS UNC HEX NUT,,,,,,,,,
8860376,"1"" x 4""",,,"1"" x 4"" SS BOLT",1x4 304SS UNC HEX BOLT,,,,,,,,,
8860378,"1"" x 5""",,,"1"" x 5"" SS BOLT",1x5 304SS UNC HEX BOLT,,,6.33,,,,,,
8860379,"1"" x 6""",,,"1"" x 6"" SS BOLT",1x6 304SS UNC HEX BOLT,,,,,,,,,
8860381,"1-1/8"" x 3-1/2""",,,"1-1/8"" x 3-1/2"" SS BOLT",1-1/8x3-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860402,"1-1/4"" x 4-1/2""",,,"1-1/4"" x 4-1/2"" SS BOLT",1-1/4x4-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860403,"1-1/4"" x 3-1/2""",,,"1-1/4"" x 3-1/2"" SS BOLT",1-1/4x3-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860404,"1-1/4"" x 5""",,,"1-1/4"" x 5"" SS BOLT",1-1/4x5 304SS UNC HEX BOLT,,,,,,,,,
8860407,"1-1/4"" x 6""",,,"1-1/4"" x 6"" SS BOLT",1-1/4x6 304SS UNC HEX BOLT,,,,,,,,,
8860410,"5/8"" x 3""",,,"5/8"" x 3"" SS BOLT",5/8x3 304SS UNC HEX BOLT,,,1.01,,,,,,
8860411,"3/4"" x 4-1/2""",,,"3/4"" x 4-1/2"" SS BOLT",3/4x4-1/2 304SS UNC HEX BOLT,,,,,,,,,
8860546,"5/8"" x 2-1/2""",,,"5/8"" x 2-1/2"" BOLT",5/8x2-1/2 G5NC HEX BOLT,,,,,,,,,
8860556,"3/4"" x 3-1/2""",,,"3/4"" x 3-1/2"" BOLT",3/4x3-1/2 G5NC HEX BOLT ,,,,,,,,,
8860621,"5/8"" x 2-3/4""",,,"5/8"" x 2-3/4"" PLATED BOLT",5/8x2-3/4 G5NC HEX BOLT PLTD,,,,,,,,,
8860622,"5/8"" x 3""",,,"5/8"" x 3"" PLATED BOLT",5/8x3 G5NC HEX BOLT PLTD,,,0.8,,,,,,
8860624,"5/8"" x 3-1/2""",,,"5/8"" x 3-1/2"" PLATED BOLT",5/8x3-1/2 G5NC HEX BOLT PLTD,,,,,,,,,
8860628,"3/4"" x 3""",,,"3/4"" x 3"" PLATED BOLT",3/4x3 G5NC HEX BOLT PLTD,,,,,,,,,
8860630,"3/4"" x 3-1/2""",,,"3/4"" x 3-1/2"" PLATED BOLT",3/4x3-1/2 G5NC HEX BOLT PLTD,,,1.35,,,,,,
8860631,"3/4"" x 4""",,,"3/4"" x 4"" PLATED BOLT",3/4x4 G5NC HEX BOLT PLTD,,,,,,,,,
8860634,"7/8"" x 4""",,,"7/8"" x 4"" PLATED BOLT",7/8x4 G5NC HEX BOLT PLTD,,,2,,,,,,
8860635,"7/8"" x 4-1/2""",,,"7/8"" x 4-1/2"" PLATED BOLT",7/8x4-1/2 G5NC HEX BOLT PLTD,,,,,,,,,
8860704,"3/4"" x 2-1/4""",,,"3/4"" x 2-1/4"" SS BOLT",3/4x2-1/4 304SS UNC HEX BOLT,,,,,,,,,
8860774,"1-1/8"" x 5""",,,"1-1/8"" x 5"" PLATED BOLT",1-1/8 x 5 G5NC HEX BOLT PLTD,,,5.2,,,,,,
8860829,"3/8""",,,"3/8"" SS NUT",3/8 304SS UNC HEX NUT,,,,,,,,,
8861503,"5/8""",,,"5/8"" PLATED NUT",5/8 G5 UNC HEX NUT,,,0.15,,,,,,
8861504,"3/4""",,,"3/4"" PLATED NUT",3/4 G5 UNC HEX NUT,,,0.25,,,,,,
8861505,"7/8""",,,"7/8"" PLATED NUT",7/8 G5 UNC HEX NUT,,,0.4,,,,,,
8861509,"1-1/2""",,,"1-1/2"" PLATED NUT",1-1/2 G5 UNC HEX NUT,,,,,,,,,
8861529,"1-1/8""",,,"1-1/8"" PLATED NUT",1-1/8 G5 UNC HEX NUT,,,0.9,,,,,,
8862005,"1-1/4"" x 6-1/2""",,,"1-1/4"" x 6-1/2"" SS BOLT",1-1/4x6-1/2 304SS UNC HEX BOLT,,,,,,,,,
8862009,"1-1/2"" x 4-1/2""",,,"1-1/2"" x 4-1/2"" SS BOLT",1-1/2x4-1/2 304SS UNC HEX BOLT,,,,,,,,,
8862010,"1-1/2"" x 6""",,,"1-1/2"" x 6"" SS BOLT",1-1/2x6 304SS UNC HEX BOLT,,,,,,,,,
8862012,"1-1/2"" x 7""",,,"1-1/2"" x 7"" SS BOLT",1-1/2x7 304SS UNC HEX BOLT,,,,,,,,,
8862808,"7/8"" x 2-1/2""",,,"7/8"" x 2-1/2"" SS BOLT",7/8x2-1/2 304SS UNC HEX BOLT,,,,,,,,,
8864024,"7/8"" x 5""",,,"7/8"" x 5"" SS BOLT",7/8x5 304SS UNC HEX BOLT,,,,,,,,,
8950107,,,,OS&Y TAMPER SWITCHES,OSYSU2 OS & Y SWT DPDT,,,72,,,,,,
9010025,"10""",,,"10"" R RUB GSKT 1/8""",10 150 1/8 R RUB FF GSKT,,,4.86,,,,,,
9010033,"12""",,,"12"" R RUB GSKT 1/8""",12 150 1/8 R RUB FF GSKT,,,7.88,,,,,,
9010168,"20""",,,"20"" R RUB GSKT 1/8""",20 150 1/8 R RUB FF GSKT,,,15.8,,,,,,
9010180,"18""",,,"18"" R RUB GSKT 1/8""",18 150 1/8 R RUB FF GSKT,,,13.49,,,,,,
9010181,"24""",,,"24"" R RUB GSKT 1/8""",24 150 1/8 R RUB FF GSKT,,,,,,,,,
9010268,"36""",,,"36"" R RUB GSKT 1/8""",36 150 1/8 R RUB FF GSKT,,,,,,,,,
9010269,"30""",,,"30"" R RUB GSKT 1/8""",30 150 1/8 R RUB FF GSKT,,,,,,,,,
9010350,"20""",,,"20"" R RUB GSKT 1/8""",20 300 1/8 R RUB FF GSKT,,,,,,,,,
9010535,"6""",,,"6"" R RUB GSKT 1/8""",6 300 1/8 R RUB FF GSKT,,,,,,,,,
9010782,"6""",,,"6"" GARLOCK GSKT",6 150 1/8 GAR-376OU RING FF,,,27.47,,,,,,
9010783,"4""",,,"4"" GARLOCK GSKT",4 150 1/8 GAR-376OU RING FF,,,22.89,,,,,,
9010784,"8""",,,"8"" GARLOCK GSKT",8 150 1/8 GAR-376OU RING FF,,,39.41,,,,,,
9010785,"10""",,,"10"" GARLOCK GSKT",10 150 1/8 GAR-376OU RING FF,,,56.52,,,,,,
9010787,"24""",,,"24"" GARLOCK GSKT",24 150 1/8 GAR-376OU RING FF,,,189.95,,,,,,
9010877,"3""",,,"3"" R RUB GSKT 1/8""",3 300 1/8 R RUB FF GSKT,,,,,,,,,
9010884,"8""",,,"8"" R RUB GSKT 1/8""",8 300 1/8 R RUB FF GSKT,,,,,,,,,
9010885,"10""",,,"10"" R RUB GSKT 1/8""",10 300 1/8 R RUB FF GSKT,,,,,,,,,
9011013,"6""",,,"6"" R RUB GSKT 1/8""",6 150 1/8 R RUB FF GSKT,,,3.02,,,,,,
9011021,"8""",,,"8"" R RUB GSKT 1/8""",8 150 1/8 R RUB FF GSKT,,,4.23,,,,,,
9011055,"4""",,,"4"" R RUB GSKT 1/8""",4 150 1/8 R RUB FF GSKT,,,2.25,,,,,,
9012315,"14""",,,"14"" R RUB GSKT 1/8""",14 150 1/8 R RUB FF GSKT,,,9.15,,,,,,
9012316,"16""",,,"16"" R RUB GSKT 1/8""",16 150 1/8 R RUB FF GSKT,,,12.85,,,,,,
9012564,"1-1/2""",,,"1-1/2"" R RUB GSKT 1/8""",1-1/2 150 1/8 R RBR FF GSKT,,,,,,,,,
9012885,"6""",,,"6"" R RUB GSKT 1/16""",6 150 1/16 R RUB FF GSKT,,,,,,,,,
9012974,"3""",,,"3"" R RUB GSKT 1/16""",3 150 1/16 R RUB FF GSKT,,,,,,,,,
9015922,"2""",,,"2"" R RUB GSKT 1/8""",2 150 1/8 R RUB FF GSKT,,,0.93,,,,,,
9015930,"2-1/2""",,,"2-1/2"" R RUB GSKT 1/8""",2-1/2 150 1/8 R RUB FF GSKT,,,1.14,,,,,,
9015949,"3""",,,"3"" R RUB GSKT 1/8""",3 150 1/8 R RUB FF GSKT,,,1.4,,,,,,
 ,"3""",, ,"3"" S40 NIP 316",,,,   ,   , ,,,,
 ,"4""", , ,"4"" S40 NIP 316",,,,   ,   , ,,,,
 ,"1""",,,"1"" SS LUG 304",2 LUG 304 SS,,, - ,,,,,,
 ,"16""",,,"16"" SS LUG 304",16 LUG 304 SS,,, - ,,,,,,
 ,"2""",,,"2"" CS THRUST RING",2 THRUST RING,,, - ,,,,,,
 ,"20""",,,"20"" VIC 90 PAINTED",,,,12365,2225.7,0.18,,,,
 ,"14""",,,"14"" VIC 90 GALV",,,,9598,1727.64,0.18,,,,
 ,"16""",,,"16"" MUELLER FLG GATE VLV",,,,8849.19,,,,,,
 ,"14""",,,"14"" MUELLER FLG GATE VLV",,,,7560.78,,,,,,
 ,"16""",,,"16"" VIC 90 PAINTED",,,,6876,1237.68,0.18,,,,
 ,"14""",,,"14"" VIC 90 PAINTED",,,,5392,970.56,0.18,,,,
 ,"12""",,,"12"" VIC 90 GALV",,,,5056.5,910.17,0.18,,,,
 ,"12""",,,"12"" MUELLER FLG GATE VLV & HANDWHEEL",,,,3438.59,,,,,,
 ,"12""",,,"12"" VIC 90 PAINTED",,,,3219,579.42,0.18,,,,
 ,"10""",,,"10"" VIC 90 GALV",,,,2999.5,539.91,0.18,,,,
 ,"12""",,741,"12"" 741 GALV",,,,2989,538.02,0.18,,,46.8,
 ,"10""",,,"10"" MUELLER FLG GATE VLV & HANDWHEEL",,,,2457.19,,,,,,
 ,"12""",,741,"12"" 741 PAINTED",,,,2168,390.24,0.18,,,46.8,
 ,"10""",,,"10"" VIC 90 PAINTED",,,,2105.5,378.99,0.18,,,,
 ,"8""",,,"8"" VIC 90 GALV",,,,1930.5,347.49,0.18,,,,
 ,"8""",,,"8"" MUELLER FLG GATE VLV & HANDWHEEL",,,,1538.65,,,,,,
 ,"8""",,,"8"" VIC 90 PAINTED",,,,1355,243.9,0.18,,,,
 ,"16""",,LS650,"16"" LS650",,15,,1312.55,,,,,,
 ,"6""",,,"6"" VIC 90 GALV",,,,1106,199.08,0.18,,,,
 ,"3""",,3-350A,"3"" 350 DBL CHK BFP W /NRS",,,,1102.24,,,,,204,DI body only
 ,"8""",,,"8"" MUELLER FLG GATE VLV OS&Y",,,,1063.99,,,,,,
 ,"2-1/2""",,212-350A,"2-1/2"" 350 DBL CHK BFP W/ NRS",,,,1049.01,,,,,184,DI body only
 ,"5""",,741,"5"" 741 GALV",,,,993.5,178.83,0.18,,,,
 ,"3""",,341,"3"" 341 GALV",,,,905,162.9,0.18,,,,
 ,"6""",,,"6"" MUELLER FLG GATE VLV & HANDWHEEL",,,,895.47,,,,,,
 ,"5""",,,"5"" VIC 90 GALV",,,,821,147.78,0.18,,,,
 ,"6""",,,"6"" VIC 90 PAINTED",,,,794.5,143.01,0.18,,,,
 ,"5""",,741,"5"" 741 PAINTED",,,,784.5,141.21,0.18,,,,
 ,"6""",,,"6"" MUELLER FLG GATE VLV OS&Y",,,,760.14,,,,,,
 ,"3""",,341,"3"" 341 PAINTED",,,,741,133.38,0.18,,,,
 ,"4""",,,"4"" MUELLER FLG GATE VLV & HANDWHEEL",,,,693.37,,,,,,add $40.00 for handwheels
 ,"5""",,,"5"" VIC 90 PAINTED",,,,613.5,110.43,0.18,,,,
 ,"3""",,,"3"" MUELLER FLG GATE VLV & HANDWHEEL",,,,590.09,,,,,,
 ,"2-1/2""",,741,"2-1/2"" 741 GALV",,,,556,100.08,0.18,,,4.8,
 ,"2""",,,"2"" MUELLER FLG GATE VLV & HANDWHEEL",,,,535.67,,,,,,"June 20, 2019 - Lucie Bouchard"
 ,"4""",,,"4"" MUELLER FLG GATE VLV OS&Y",,,,515,,,,,,
 ,"2-1/2""",,741,"2-1/2"" 741 PAINTED",,,,442.5,79.65,0.18,,,4.8,
 ,"3""",,,"3"" VIC 90 GALV",,,,292.5,52.65,0.18,,,,
 ,"2-1/2""",,7,"2-1/2"" 07 GALV",,,,273,49.14,0.18,,,2.6,
 ,"2-1/2""",,,"2-1/2"" VIC 90 GALV",,,,215.5,38.79,0.18,,,,
 ,"3""",,,"3"" VIC 90 PAINTED",,,,211,37.98,0.18,,,,
 ,"1-1/2""",,,"1-1/2"" VIC 90 GALV",,,,207.5,37.35,0.18,,,,
 ,"2""",,,"2"" VIC 90 GALV",,,,207.5,37.35,0.18,,,,
 ,"2-1/2""",,7,"2-1/2"" 07 PAINTED",,,,194.5,35.01,0.18,,,2.6,
 ,"1-1/2""",,,"1-1/2"" VIC 90 PAINTED",,,,160,28.8,0.18,,,,
 ,"2""",,,"2"" VIC 90 PAINTED",,,,160,28.8,0.18,,,,
 ,"2-1/2""",,,"2-1/2"" VIC 90 PAINTED",,,,160,28.8,0.18,,,,
 ,"1""",,,"1"" PLATED NUT",1 G5 UNC HEX NUT,,,0.6,,,,,,
 ,"2-1/2""",,,"2-1/2"" MUELLER FLG GATE VLV & HANDWHEEL",,,,,,,,,,
 ,"16""",,,"16"" VIC 90 GALV",,,,,,0.18,,,,
 ,"20""",,,"20"" VIC 90 GALV",,,,,,0.18,,,,
270038,"2""",,,"2"" RB COMP FLG",2 RB COMP FLG,2,,,,,,,,
270237,"2""",,,"2"" RB 90",2 RB 90 ELL,2,,,,,,,,
290031,"18""",,7,"18"" 07 PAINTED",18 07 BLK CPLG W/E GSKT,,,,,,,,,
290031,"18""",,7,"18"" 07 GALV",18 07 BLK CPLG W/E GSKT,,,,,,,,,
290221,"4""",,7,"4"" 07 PAINTED",4 07 BLK CPLG W/FST GSKT,,,,,,,,,
290221,"4""",,7,"4"" 07 GALV",4 07 BLK CPLG W/FST GSKT,,,,,,,,,
290225,"16""",,7,"16"" 07 PAINTED",16 07 BLK CPLG W/E GSKT,,,,,,,,,
290225,"16""",,7,"16"" 07 GALV",16 07 BLK CPLG W/E GSKT,,,,,,,,,
290358,"4""",,7,"4"" 07 PAINTED",4 07 BLK CPLG W/T GSKT,,,,,,,,,
290358,"4""",,7,"4"" 07 GALV",4 07 BLK CPLG W/T GSKT,,,,,,,,,
290803,"8""",,89,"8"" 89",8 89 GALV CPLG W/T GSKT,,,,,,,,,
290873,"4""",,89,"4"" 89",4 89 GALV CPLG W/T GSKT,,,,,,,,,
290876,"6""",,89,"6"" 89",6 89GALV CPLG W/T GSKT,,,,,,,,,
290882,"3""",,741,"3"" 741 GALV",3 741 VIC-FLG ADPT W/E GSKT,,,601,108.18,0.18,,,5.3,
290882,"3""",,741,"3"" 741 PAINTED",3 741 VIC-FLG ADPT W/E GSKT,,,477.5,85.95,0.18,,,5.3,
290882,"3""",,,"3"" 741 VIC FLG ADAPT",3 741 VIC FLG ADAPT W/E GSKT,,,86.31,,,,,,
290904,"4""",,,"4"" 741 VIC FLG ADAPT",4 741 GALV FLG ADPT W/E GSKT,,,,,,,,,
290904,"4""",,741,"4"" 741 PAINTED",4 741 GALV FLG ADPT W/E GSKT,,,,,,,,,
290904,"4""",,741,"4"" 741 GALV",4 741 GALV FLG ADPT W/E GSKT,,,,,,,,,
290912,"4""",,741,"4"" 741 GALV",4 741 VIC-FLG ADPT W/E GSKT,,,845,152.1,0.18,,,7.4,
290912,"4""",,741,"4"" 741 PAINTED",4 741 VIC-FLG ADPT W/E GSKT,,,668.5,120.33,0.18,,,7.4,
290912,"4""",,,"4"" 741 VIC VLG ADAPT",4 741 VIC FLG ADAPT W/E GSKT,,,141.86,,,,,,
290933,"6""",,741,"6"" 741 GALV",6 741 VIC-FLG ADPT W/E GSKT,,,1186,213.48,0.18,,,9.9,
290933,"6""",,741,"6"" 741 PAINTED",6 741 VIC-FLG ADPT W/E GSKT,,,936.5,168.57,0.18,,,9.9,
290933,"6""",,,"6"" 741 VIC FLG ADAPT",6 741 VIC FLG ADAPT W/E GSKT,,,169.26,,,,,,
290947,"8""",,741,"8"" 741 GALV",8 741 VIC-FLG ADPT W/E GSKT,,,1408,253.44,0.18,,,16.6,
290947,"8""",,741,"8"" 741 PAINTED",8 741 VIC-FLG ADPT W/E GSKT,,,1075,193.5,0.18,,,16.6,
290947,"8""",,,"8"" 741 VIC FLG ADAPT",8 741 VIC FLG ADAPT W/E GSKT,,,194.36,,,,,,
290955,"10""",,741,"10"" 741 GALV",10 741 VIC-FLG ADPT W/E GSKT,,,2077,373.86,0.18,,,24.2,
290955,"10""",,741,"10"" 741 PAINTED",10 741 VIC-FLG ADPT W/E GSKT,,,1593.5,286.83,0.18,,,24.2,
290955,"10""",,,"10"" 741 VIC FLG ADAPT",10 741 VIC FLG ADAPT W/E GSKT,,,288.12,,,,,,
